ID,spat_x,spat_y,spat_z,mag
189,0.6583173950214045,0.12927606271547115,0.7415564085226543,5.67
191,0.5282490820337212,0.10113522742777832,-0.8430448227132781,4.36
192,0.25389905466154883,0.05125267645750745,0.9658718513332469,5.66
193,0.6528022379812937,0.12903633364700898,0.7464575424533885,4.54
194,0.9646904677674965,0.1883469418369565,-0.1841133642601621,4.76
195,0.7689323271362383,0.1501676051812168,-0.6214440977585894,5.9
196,0.5593032374264022,0.11197978303868879,0.8213649717360448,5.42
197,0.9095336979064037,0.1798450837046173,-0.3747054819988386,5.24
198,0.721094454449583,0.14327652457237422,-0.6778603287319005,5.94
208,0.25573188600879837,0.05408736441406221,0.9652335258833084,5.41
209,0.6615163124673431,0.13386575561656328,-0.7378862566905655,5.8
210,0.9050303200111158,0.18493941808189437,-0.3830372455781652,5.5
211,0.9439331026520621,0.19440556020040298,0.26682723976539424,5.38
212,0.2912429441038972,0.062107072860217605,0.954630954353791,5.87
213,0.9577219089084137,0.19931543712246666,0.2074659049615239,5.5
215,0.8922605580505514,0.18696507491810077,0.4109928920409542,4.06
216,0.9719290626972057,0.2039023843092529,0.11737851062921599,5.99
218,0.9301886287305928,0.19653729208020138,-0.3100358169664935,5.7
219,0.52046538028378,0.11324193549173062,0.8463403877708702,3.44
220,0.9086712468163013,0.1932200042465994,-0.37011159826227097,5.57
221,0.9699574410731892,0.20745396536999822,0.1270646086013505,5.93
222,0.9736486907044568,0.20865812834252767,0.09203267118849787,5.75
223,0.6155071509605452,0.13317575171669807,0.7767980215417164,4.89
224,0.968970143392168,0.20898249513499995,0.13199688610611687,4.43
225,0.9348458645352675,0.20288238481160276,0.2913793875593554,5.07
226,0.7360699969151742,0.1625539136443581,0.657097545878995,4.53
227,0.9495995180793974,0.20803021705675614,-0.23448706585800222,5.59
228,0.8916001610680021,0.1945293332990166,-0.40891012615213235,5.9
233,0.4238852364030517,0.095384154599079,0.9006792822147892,5.39
235,0.9593785474449124,0.21324547447737963,-0.1847137523775837,5.19
236,0.2542871891927421,0.05473498989248589,-0.9655786380683471,5.07
240,0.10648091528318185,0.025999091668362895,0.9939747793142821,5.62
242,0.6141648812259026,0.138088937735016,-0.7770025379263493,5.22
244,0.47002454888855694,0.11082401043727033,0.8756682945914557,4.82
247,0.8894803923350442,0.20812081106022914,-0.4068296445136814,5.46
248,0.9731768511199131,0.2291900723525398,-0.019968154130218522,4.77
253,0.5006727823508591,0.12251771251077427,0.8569225024085764,4.83
254,0.917780885630662,0.22282599701221592,0.32867433886220826,5.74
257,0.4435608670360801,0.10573587491576014,-0.8899852144783078,5.7
258,0.8899409220334895,0.21762998157413682,0.40080212874961557,5.47
263,0.9626353041996719,0.23870368396607894,-0.12788206429921026,5.85
264,0.4742315475318588,0.11979722316715997,0.8722115939650057,2.47
265,0.4967469291700683,0.12538115430171803,0.8587910423997656,4.63
266,0.47940508810072213,0.12127475114373179,0.8691738584645564,5.55
267,0.9515707741533104,0.23736349663887849,-0.19537561833717765,5.31
269,0.7587407716406869,0.19182654643663916,0.622507042154775,3.87
270,0.3397414535698016,0.08314206065083002,-0.9368367747249315,5.45
271,0.8891944901024986,0.22668038532626447,0.39742818430465365,4.42
273,0.38810850433485966,0.10130870676921634,0.9160285665827825,5.97
274,0.8469805777161915,0.21840019986176176,0.4846908846593765,5.42
275,0.802880141701946,0.20852371358784244,0.5584812789451394,5.98
279,0.9483255049703825,0.248486354831475,-0.19731514915291057,5.61
280,0.8432352818258732,0.22045851792103396,-0.49025738276960334,4.31
285,0.06236729694418195,0.01928950334805775,0.9978668424857404,4.25
288,0.7503898331937611,0.20565299452238672,-0.6281894173602535,5.59
290,0.7226433831039588,0.20348317696538365,0.6605915058098608,5.98
291,0.8181269337332641,0.23003572252064883,0.5270217136557186,5.5
292,0.46515032880365237,0.1325381318910233,0.8752535719485478,5.92
293,0.820734498296447,0.2293076088223556,-0.5232713481954204,5.5
294,0.9534105451576778,0.2686351088427784,0.13727166743056748,4.28
296,0.9589768781109014,0.27065519890290135,-0.08431554160117925,5.43
297,0.4573029167277209,0.13183520513772637,0.8794848043250166,5.84
298,0.5851201742914587,0.1678910351897332,0.7933769482030927,5.99
299,0.6639051732033443,0.18667784369922666,-0.7241417704190558,5.36
307,0.9555249708285717,0.27795232941617737,0.09856232898616955,6.0
308,0.927464000951142,0.2707263058789051,0.2579104384177995,5.68
317,0.9446121126873833,0.28018797693076813,-0.17088784084223643,5.58
321,0.5494025271606688,0.1686859536848595,0.8183531708125166,5.17
322,0.6572786310743648,0.19495478743273884,-0.7279954889901892,3.31
324,0.6885670583011095,0.2105653559913474,0.6939291297234852,5.03
326,0.5026537817644601,0.15500869846555668,0.8504772066774634,5.79
328,0.8943939505280678,0.27324453783177455,0.3541142242326567,5.55
329,0.9426799343016065,0.287172028179575,-0.16996107700396632,5.82
330,0.9511883934712975,0.2924874700041128,0.0984465337941632,5.52
331,0.7165667385092158,0.21838714775894114,-0.6624493663337444,5.21
332,0.4526793977490943,0.13691267406608137,-0.8810994736881825,5.37
333,0.17041003186300616,0.05559846991144708,0.9838034515003264,5.64
334,0.9404995069727813,0.2901891425173482,-0.17677935102551312,3.45
335,0.6479231387991194,0.20274671436104477,0.7342270602643967,4.25
336,0.34490690169993643,0.10983343994022092,0.9321887387383782,5.29
337,0.7755544116435008,0.24353342994663052,0.5824146487501262,2.06
338,0.5448670071878615,0.16758394276804445,-0.8216054811188029,3.92
339,0.8983505526312772,0.2824733278919326,0.33641507638144813,5.55
340,0.7075368015462477,0.2241494428420365,0.6701855726075506,5.65
341,0.8607293165534908,0.2727225441610554,0.42984585322145635,5.8
342,0.41422298190626755,0.13344450161485594,0.9003398726311318,5.55
343,0.5441526636918673,0.17445516177535367,0.8206480823879263,4.33
345,0.4018258223568338,0.1299604849046923,0.9064470645606347,5.57
347,0.9521113859078181,0.3027592708249663,0.0426700451631914,5.95
348,0.7531314096359021,0.24170134565813034,0.6118607188951486,5.81
349,0.8125752708073148,0.2605504598107169,0.5213778736816925,5.16
351,0.888366489915554,0.28630685901039993,0.3589336457880718,4.66
352,0.8232891952820236,0.266153206827291,0.5013555339551239,4.51
353,0.9506923853980054,0.30763799093806604,-0.03927919141022026,5.94
359,0.7500983973702404,0.24646266146247908,-0.6136844064887328,5.92
360,0.8626793267905117,0.2875954798614475,0.416020695508689,4.65
361,0.9404147934615624,0.31343454382603725,0.1318286879825896,5.24
364,0.9108065656462657,0.3053114715164786,0.277878220334191,5.98
366,0.9387210837848345,0.31591454763143906,-0.1378431189891205,5.13
368,0.9470454699621994,0.320649322898318,-0.01699675112858807,5.7
370,0.6631600095657835,0.2257096495093887,-0.7136343292128391,4.96
373,0.9437565409140737,0.327750694314022,-0.04362423476209961,5.41
377,0.34086986244693473,0.11698562223250222,-0.9328033560543627,4.86
378,0.9410568160287309,0.3323217728154823,0.06304211543597116,5.16
382,0.4946707971694382,0.1802450963767723,0.8501838081614356,4.98
383,0.8360016650600584,0.3020783996367983,0.45809372020327993,4.76
385,0.9399462121714255,0.34120702532418695,-0.008881671802597225,5.87
389,0.8224680632091285,0.303927427182758,0.4808059941463858,5.23
390,0.6558205916448568,0.24631082295339912,0.7136037626516617,4.88
395,0.7389205299086342,0.282449582523528,0.611734161063307,5.58
397,0.8754903660360528,0.33350775042048225,0.34969872660266804,5.97
399,0.3466220270782633,0.13642158523298598,0.9280314226504806,4.74
400,0.8013375634873062,0.3056672488591274,-0.5142233389482822,5.84
402,0.9240382938854304,0.3548130056316986,-0.14234100768191618,3.6
403,0.4620414934193672,0.18157616508287502,0.8680712843036552,2.68
404,0.9262559789466431,0.3571493339791614,-0.12039192125652354,5.91
408,0.6984918379062863,0.27050646199050504,-0.662522004464514,5.42
409,0.6750123694052667,0.26694972108551135,0.6878198510963867,5.96
412,0.9009649849616644,0.3531750190417207,-0.25205059372655353,4.9
413,0.8784268955312174,0.347151086658963,0.3284087578596051,5.38
414,0.8773956695895324,0.34869259201641173,0.32953044663340664,5.5
417,0.6513414122144956,0.26202466486217263,0.7121077444729081,4.83
420,0.40309505409597407,0.15693397637091824,-0.9016019656277241,5.93
421,0.9050174776039699,0.36042467888121915,-0.22591462122828113,5.66
423,0.7830179465209302,0.3122670743536591,-0.5379332390740992,5.79
424,0.010126408095748414,0.007898224829668005,0.9999175335514516,2.02
427,0.31127289224160526,0.13089502353278604,0.941262810999084,5.81
429,0.6741407369430273,0.27362024691977394,-0.6860511841469804,3.41
430,0.629881432140958,0.261238215138689,0.7314396601191433,5.27
433,0.8594435674003595,0.35424439382248685,-0.368602311305128,5.12
434,0.9182655698591028,0.3812267573389047,0.10702571046342645,4.84
436,0.8283303303727689,0.344722902951248,-0.44162765308051527,5.93
437,0.8885323968097248,0.3747978678818033,0.2646445503894233,3.62
439,0.4820337546021301,0.20817025602761569,0.851063219702021,5.7
440,0.6038551709482917,0.25399754697533206,-0.7555423076502886,3.95
441,0.7953040437636761,0.3364472382408105,-0.5042764458640479,5.82
442,0.46919561846147495,0.20384574152087687,0.8592452416396369,4.71
445,0.7351692512815863,0.3156003375450258,-0.5999354956256028,5.51
446,0.7297216671866252,0.3183400230582015,0.6051164500802105,5.88
448,0.910666488213854,0.3946232245892611,-0.1223072273376351,5.76
450,0.8685138106846413,0.38133376870879376,0.31665172902163563,5.89
451,0.8818908721048468,0.3863430736706372,-0.27019903612869756,5.63
454,0.6021366979528338,0.26951693662638004,0.7515264585162585,5.92
456,0.2651668510083585,0.12156384637570507,0.956508636856278,5.28
457,0.8717281937703636,0.38772346429543786,0.29960051972685836,5.8
458,0.6841373705425394,0.3074515701365248,0.6613846008546961,4.09
459,0.8807723167998011,0.3920683485878406,-0.2655607952893547,5.42
461,0.4823874057075401,0.22015867137789247,0.8478399319634988,5.56
462,0.7916744480861911,0.35305580244162943,-0.49860121200185803,5.69
463,0.8911940564977215,0.40191370049421976,0.21032957713592834,5.57
464,0.6014385513923173,0.2740702063725086,0.7504379993564034,3.57
469,0.6485398215102424,0.30018271807781804,0.6994901255077702,4.98
471,0.7305454170285522,0.33468832956064964,-0.5952202245509477,5.94
472,0.4927225916260391,0.22380706229051125,-0.8409131028651003,0.46
473,0.8464837809358728,0.3896224759147858,-0.36284919026303636,5.58
475,0.8699728836301016,0.40419713773158134,0.28243911839177455,5.97
476,0.6587172179781573,0.30948913776129344,0.6857901284991553,5.61
477,0.6875562324630912,0.32273361570173764,0.6504686314475455,4.94
478,0.3372450733275438,0.16147523820551782,0.9274650979755362,5.59
480,0.2988862667451275,0.14405578972437252,0.9433530245873216,5.18
483,0.6645398753368063,0.3162102898716556,0.677050815424238,4.95
485,0.7818523683909513,0.3714737870282661,0.5007135903811066,5.99
489,0.8995087448120427,0.4263087977890342,0.09562858847819508,4.44
490,0.737039540412423,0.35178012599291575,0.5770818475962075,5.64
491,0.4425190976565891,0.21422787034072802,0.8707946185975626,5.78
492,0.8854811001270834,0.42114408716697416,-0.19636924189400523,5.75
493,0.8458189867816243,0.40568730368739314,0.34642178515006744,5.24
496,0.5698285831612414,0.27687827175125396,0.773714293809085,4.07
497,0.7624663387487962,0.36426329812350106,-0.5347497843993911,5.25
498,0.7223463582988321,0.3447350036703417,-0.5994777025851962,5.72
500,0.8993502588024243,0.43246562728769955,-0.06436298009468518,4.99
505,0.44066327707295355,0.20971375876197615,-0.8728321806769324,5.71
506,0.5332836077810071,0.2557594615992679,-0.8063471283972713,5.52
509,0.864120302085961,0.42177860814194545,-0.27458861818493235,3.5
510,0.884690336592201,0.43817017773093747,0.15915371088233135,4.26
511,0.3928766739534846,0.19963395322281446,0.8976604056010705,5.63
512,0.11130668062323124,0.050682371374227056,-0.9924928816271293,5.87
513,0.8904801617848149,0.44392042732390957,-0.09989862697878966,5.34
514,0.8113613044983239,0.40296919762142575,-0.42344853209229866,5.31
519,0.5653073815715145,0.2821496421419545,-0.7751252439315373,5.49
520,0.5319301960202378,0.26551496593240365,-0.8040846158382747,5.04
521,0.7015591025884698,0.3599657017158712,0.6150118040846543,5.94
522,0.8519311003888094,0.43493154647045285,0.29162981684857375,5.84
523,0.7487139546400386,0.3843462999423781,0.5400975243859922,5.79
525,0.08303876357544471,0.037609818889086294,-0.9958363647040569,5.69
526,0.5957050476828014,0.30766932260808144,0.7419400812000357,5.82
527,0.8883055892796082,0.4547319726981425,0.06428073631083983,5.91
529,0.5457243990282955,0.2869725683831627,0.7872938621002813,5.9
530,0.8205519120020531,0.427797166089696,0.3790569144540169,5.86
531,0.8724474878546196,0.4521613818870619,-0.18543318383219826,4.67
533,0.5045879623428124,0.26826122764459026,0.820625920868544,5.52
534,0.8688656791906944,0.45648714361356885,0.19155134883372235,5.94
536,0.5579319959123916,0.2971471079177111,0.77486481672183,5.79
539,0.8697081320044658,0.4598067593232944,-0.17940320288643824,3.73
541,0.5665357993672643,0.29777963767281923,-0.7683517914489035,5.94
542,0.3894256656013726,0.21231074412617423,0.8962543159726027,3.38
543,0.6670836648557139,0.35951926441775006,0.6524915958042599,5.4
544,0.7659435646703784,0.41190813047714525,0.4936214620403542,3.41
547,0.8429777606285744,0.45232435981356295,-0.29118923160873267,5.8
548,0.31791605444502574,0.1762237465810291,0.9315978603813196,4.99
549,0.8783809122671619,0.4747159192537128,0.05560367768242462,4.62
553,0.8202481447025985,0.44832874219772834,0.3552383988694744,2.64
555,0.6076390558419206,0.32870913513834554,-0.7229972906533885,4.41
556,0.6960993343078663,0.3854836664632155,0.6056798326395075,5.89
557,0.6959224854915406,0.3863716417135118,0.6053171471773141,5.67
558,0.6473999113230241,0.35285175391696566,-0.6755508823002613,5.11
559,0.8018986898120927,0.44381384735793566,0.3999846999211297,5.74
563,0.8299328136812946,0.4664590336919041,0.3059861020737129,5.1
564,0.7703812139305722,0.4346634165963508,0.4664552491886495,5.82
565,0.8065731445812526,0.4501782664718743,-0.38311785502203866,4.85
566,0.5432164739272693,0.30098071302053636,-0.783789814200002,3.7
567,0.37151903253514507,0.21370482421653136,0.9034953550355039,5.26
568,0.5678725880762409,0.3231211267214907,0.7570425755384083,5.69
569,0.7977262427547303,0.45100254230143416,0.40028683273131055,4.79
570,0.33347828954404013,0.18282942707023384,-0.924859789914099,4.69
574,0.5904989545231317,0.33125964134602504,-0.7359198561816304,4.83
575,0.2818731886850384,0.16596421915850826,0.944988562607842,4.54
577,0.8090112740221653,0.4651786297767695,0.35931824460224693,5.87
580,0.25925923934217904,0.15491005285863227,0.9533034786147854,3.98
581,0.1881585307403915,0.11431598433040702,0.975463081329164,5.38
582,0.8644261694263378,0.4998480905589067,0.05403039862450922,5.88
583,0.8099234989410321,0.4665185798433422,-0.35550575315185423,5.41
585,0.8080721399547556,0.46656417368932473,-0.35963493776125166,4.0
586,0.3646559213526895,0.21668545047623397,0.9055790824518489,6.0
587,0.85549109596863,0.496151909147601,-0.14821696180796246,5.51
588,0.6438449794995348,0.3704017589872305,-0.6695268324065955,5.57
589,0.37146770567068826,0.2210110340705737,0.9017570994801264,5.58
590,0.5001151278005879,0.2954777104272168,0.8139888092508959,5.04
591,0.4135767769299054,0.23582828378198106,-0.8793971060634193,2.86
592,0.20487354552630627,0.12495720720639433,0.9707793398659958,5.22
594,0.7476241152220318,0.43707320350150886,-0.50002519648454,5.35
599,0.7184930075092814,0.42731694967760364,0.5487877756277886,5.5
601,0.8366379438519402,0.49570651322075404,0.2330493588442588,5.94
602,0.6127626864935836,0.3598892020860985,-0.7035635381847168,5.14
605,0.7715353689185191,0.46200590420604953,0.4373599421374973,5.63
607,0.858968913103475,0.5120228407762824,0.002239831516142982,5.43
608,0.8289739402907541,0.49307341026537255,-0.2639712454190737,5.86
610,0.8575938281454771,0.514293257742436,-0.005938936559540778,5.93
611,0.8556973922354678,0.5125047272181467,-0.07156030673825448,5.62
612,0.746569607683263,0.45075953831739773,-0.48933593726554075,4.69
613,0.7856982595623753,0.48414489172592073,0.38507397826437284,5.03
617,0.7796805370790255,0.48329682155657205,0.398148769147259,2.0
618,0.4432483743494485,0.2787908884587694,0.8519427910070846,5.67
620,0.6686593583670508,0.41980843903415827,0.6137226873628409,4.82
622,0.691849458137247,0.4388210916197534,0.573393736297185,3.0
623,0.7596405898190653,0.48125383770233526,0.43742532848032134,4.98
628,0.6534654614790683,0.41983955729018685,0.6298552506634586,5.63
631,0.7936265375434399,0.5086519892272336,0.33381143294079824,5.7
632,0.6130380642714867,0.3873781228944376,-0.688565553638178,5.85
635,0.8308272308653202,0.536210121003354,0.14901281349680118,5.63
639,0.839201738642193,0.5428866452814558,-0.03185172263735684,5.93
642,0.7233183489704151,0.47139789275575567,0.5045736742519826,4.94
643,0.5988398243189755,0.39344529203856443,0.6975612281243183,4.83
644,0.7638035829956246,0.49898650236612385,0.4094100109419265,5.96
645,0.5246334184969182,0.34594842407523,0.7778685390707754,5.31
646,0.7800743442695225,0.5104744557313343,0.3618008394935983,5.27
648,0.8065971124359046,0.529105058314242,0.2635316593435091,5.71
649,0.8263372339433035,0.5417704304958095,0.15379069035320456,4.37
650,0.8360541199291298,0.547055076407629,-0.04176424219558774,5.54
651,0.7807054280964928,0.5119259718259276,-0.35837247928761423,5.86
652,0.7190929363611427,0.4710468415704768,-0.5109013817969058,5.28
655,0.6925765633744507,0.4668703842908975,0.5498815764657924,5.28
656,0.7470170138764087,0.5027635401876412,0.434964830345125,5.79
657,0.7517328153609057,0.5056832583354687,0.4232992045218016,5.58
659,0.6267789668244681,0.4169567567997307,-0.6582516158016649,5.91
660,0.6833519849937607,0.46551058163898756,0.562432185234112,4.87
661,0.4379450639347667,0.3009866104326368,0.8471193430181164,5.75
662,0.4425009006275483,0.3043357000561237,0.8435477073735413,5.98
664,0.6858609321835442,0.46836707783328524,0.556980306749017,4.01
666,0.8214432499068144,0.5592133677961345,-0.11185435378489329,5.51
667,0.3142918028130195,0.20850872234084608,-0.926145115730969,5.55
669,0.7746200375092822,0.5330038901178477,0.34039778290752654,5.62
670,0.5558921946239137,0.3866429853042945,0.7358607679929621,5.3
672,0.8236807443298824,0.5662235643219606,0.030674201321395013,5.58
674,0.5151739037821244,0.34915968412551507,-0.7827409302210132,3.56
675,0.7212091964495498,0.5000875917687438,0.4793429831712704,5.03
678,0.31444657599783327,0.21105047522309653,-0.9255166382898494,5.69
681,0.8196799091769718,0.5704618208393232,-0.05194379131633677,3.04
682,0.5233207064509535,0.3697438015602658,0.7677401639926348,5.59
685,0.45655735574715006,0.3267324138835901,0.8275272265194497,5.17
687,0.6091134646040027,0.4378469257626039,0.6612645891308147,5.82
688,0.4588520909010904,0.321008319854615,-0.8284976869369127,5.81
689,0.8142396468955431,0.5804877858998224,0.006908534181958809,5.28
691,0.8134944801270965,0.5813674963374149,-0.015445549686271232,5.42
692,0.79969632045523,0.5705406857937924,-0.1870003232732908,5.46
693,0.7755382837775245,0.5536116536885012,-0.30340485707334147,5.87
694,0.5192690748133054,0.37870958285557327,0.7661192334068448,5.19
695,0.7435273094614943,0.5330169316880528,-0.4038069967432523,5.2
699,0.5143327928280963,0.3792796680702254,0.7691610440019634,4.71
701,0.5098682767637722,0.3667487312770009,-0.7781578942969425,5.92
702,0.7931202331594273,0.5805648457376192,0.18413244050625716,5.47
705,0.2964971641434427,0.21099851596586444,-0.9314338720033212,4.09
707,0.30580010985833567,0.23267623064319434,0.9232269842808457,4.52
708,0.7855597810175751,0.5810184810916821,-0.21286933803987365,4.89
710,0.7752011858222819,0.5736448756960268,-0.2645650734458684,5.83
712,0.6799438096751078,0.5098747793457339,0.5269763989702385,5.54
713,0.7537399808065258,0.5607298100933273,-0.34272163836921515,5.88
714,0.3995438102168384,0.2926851992427965,-0.8687347799309152,5.35
715,0.22861019490582016,0.16438151596554135,-0.9595395228931393,5.01
717,0.6935504363610082,0.5234189444151208,0.49499535437296355,5.29
718,0.7895339769630367,0.5958121558010933,0.1471189118386374,4.28
720,0.6902686677598765,0.5239819901344834,0.49897098144452384,5.89
721,0.53923996799662,0.402614612340833,-0.7396767745743035,4.25
724,0.6635057170230826,0.5001160326296512,-0.5564567524834816,5.14
728,0.7163416187178959,0.5523547435024931,0.42633193948251125,5.92
732,0.7913401858281967,0.6113598444981704,0.004455426867121917,6.0
736,0.6360976256040098,0.49743595615491176,0.5898620857668253,5.15
737,0.7887296650083332,0.6134659803536618,0.03956016284803549,5.25
738,0.6471481668632436,0.5095984014408584,0.5670173889524599,5.83
739,0.7874612103803689,0.6160994756066536,-0.018063175343523426,5.35
740,0.7600571957559439,0.5942847682298164,-0.26294233860229566,4.75
743,0.22791240313607303,0.18793216507467272,0.9553729312823794,5.16
744,0.6457741829740331,0.5096205711054534,-0.5685618507342639,5.9
747,0.3174289945879012,0.2607429847574479,0.9117301844815118,5.78
748,0.6188694579665257,0.49957280298182144,0.6061580722197015,5.71
749,0.6898761566372,0.547990899180491,-0.47305059234593744,4.9
